split,image,psnr,ssim,lpips,runtime_s,latent_seed
lolv2_real_test,low00690.png,27.541945234495152,0.831250504514737,,7.7023913860321045,712776539657968180
lolv2_real_test,low00691.png,26.448443274167737,0.7898174025000076,,7.517832279205322,3886815055059375840
lolv2_real_test,low00692.png,24.49916576271145,0.8451481285386194,,7.799499988555908,1632525761488114469
lolv2_real_test,low00693.png,24.522920754548366,0.8496053755524077,,7.816973686218262,4669740608681539896
lolv2_real_test,low00694.png,24.522823879035087,0.8400421566465853,,7.719136714935303,4044002903267000690
lolv2_real_test,low00695.png,24.40015676249025,0.8384322860965101,,7.553781986236572,5108160362288320311
lolv2_real_test,low00696.png,20.71330209106509,0.7642460406459972,,7.482280254364014,3678095656053135704
lolv2_real_test,low00697.png,20.522435904948356,0.7548840387066478,,7.405357599258423,1361855967218370468
lolv2_real_test,low00698.png,20.81129766118554,0.7558481428993377,,7.369431972503662,7366204465869842145
lolv2_real_test,low00699.png,20.43549415519297,0.7347003701932397,,7.436914920806885,2087820825209648161
lolv2_real_test,low00700.png,21.901397230871883,0.7658979593010026,,7.470887899398804,2083496106649737463
lolv2_real_test,low00701.png,22.136335330561984,0.7761471262928814,,7.528505086898804,1978219628186949261
lolv2_real_test,low00702.png,18.3954017849456,0.8280051222059894,,7.538164138793945,6013962240560403298
lolv2_real_test,low00703.png,18.411966998316903,0.8299355343145939,,7.575560569763184,301294041225248384
lolv2_real_test,low00704.png,18.342001460836368,0.828141724502608,,7.587031364440918,4777005791356671093
lolv2_real_test,low00705.png,19.76359757034967,0.788110892042755,,7.555869817733765,6181877482764777975
lolv2_real_test,low00706.png,19.67306217459761,0.7850793895878113,,7.540835618972778,6825716119697030979
lolv2_real_test,low00707.png,19.710447414153933,0.7867284281871422,,7.541182279586792,1725681485814780128
lolv2_real_test,low00708.png,25.47109115708863,0.8189132838673965,,7.503514766693115,8694143118503673167
lolv2_real_test,low00709.png,25.28051427233374,0.8238525901947747,,7.4965996742248535,8293256753817123542
lolv2_real_test,low00710.png,26.250356811605606,0.8969211972310359,,7.522862195968628,1886981806094424604
lolv2_real_test,low00711.png,26.5120482196373,0.8983799299078732,,7.4878411293029785,6530688125121438633
lolv2_real_test,low00712.png,14.012463751727946,0.8131163350938967,,7.452920198440552,5162999284459563587
lolv2_real_test,low00713.png,14.057917830939473,0.8136475492008355,,7.45747709274292,6883706276422883503
lolv2_real_test,low00714.png,22.712939786009755,0.842218477132105,,7.506949424743652,4677900623797024194
