split,image,psnr,ssim,lpips,runtime_s,latent_seed
lolv2_real_test,low00690.png,27.268381279821767,0.829946934591559,,1.2199044227600098,712776539657968180
lolv2_real_test,low00691.png,26.235443134361475,0.7887720072381947,,0.4248528480529785,3886815055059375840
lolv2_real_test,low00692.png,24.765661990774213,0.8476796006548639,,0.42578959465026855,1632525761488114469
lolv2_real_test,low00693.png,24.728501683561536,0.8523306705309732,,0.42578911781311035,4669740608681539896
lolv2_real_test,low00694.png,24.468432378955583,0.84108978251976,,0.4255812168121338,4044002903267000690
lolv2_real_test,low00695.png,24.376599564107828,0.8398356822780867,,0.42610955238342285,5108160362288320311
lolv2_real_test,low00696.png,21.386961946263575,0.7702653798860127,,0.4299333095550537,3678095656053135704
lolv2_real_test,low00697.png,21.089638252768232,0.7547723711082454,,0.4300038814544678,1361855967218370468
lolv2_real_test,low00698.png,21.04186729964358,0.7597084856967982,,0.4261748790740967,7366204465869842145
lolv2_real_test,low00699.png,20.764588562779135,0.7401469133352161,,0.43212318420410156,2087820825209648161
lolv2_real_test,low00700.png,21.9160745436575,0.7666248375768138,,0.4310016632080078,2083496106649737463
lolv2_real_test,low00701.png,22.149343623789775,0.7768369641798886,,0.4290602207183838,1978219628186949261
lolv2_real_test,low00702.png,18.277436517510736,0.8283648591481038,,0.43099021911621094,6013962240560403298
lolv2_real_test,low00703.png,18.23930702662172,0.8296703388967558,,0.43007636070251465,301294041225248384
lolv2_real_test,low00704.png,18.157899204662606,0.8271992449045839,,0.43118810653686523,4777005791356671093
lolv2_real_test,low00705.png,19.6272610325728,0.7855192537499667,,0.4312169551849365,6181877482764777975
lolv2_real_test,low00706.png,19.75599434694572,0.7860481191956966,,0.43220949172973633,6825716119697030979
lolv2_real_test,low00707.png,19.53656183746586,0.7843312644512964,,0.43050384521484375,1725681485814780128
lolv2_real_test,low00708.png,25.345602337221674,0.8182439025798351,,0.43291664123535156,8694143118503673167
lolv2_real_test,low00709.png,25.12945580997624,0.8229821116449175,,0.4342350959777832,8293256753817123542
lolv2_real_test,low00710.png,26.39229767532961,0.8977766113832025,,0.433103084564209,1886981806094424604
lolv2_real_test,low00711.png,26.717554193408976,0.8993434301817826,,0.4338197708129883,6530688125121438633
lolv2_real_test,low00712.png,14.02534950110491,0.8131370231521076,,0.43518948554992676,5162999284459563587
lolv2_real_test,low00713.png,14.07251357831769,0.8136793742645435,,0.4356832504272461,6883706276422883503
lolv2_real_test,low00714.png,22.728087089425927,0.8428485596967521,,0.43409109115600586,4677900623797024194
lolv2_real_test,low00715.png,22.881139337721386,0.8478910202627769,,0.4356060028076172,8052616288253138782
lolv2_real_test,low00716.png,20.599417236946316,0.8583545818640356,,0.43235111236572266,4336299408104444213
lolv2_real_test,low00717.png,20.664851448957954,0.7947257400955948,,0.432004451751709,495125562662175890
lolv2_real_test,low00718.png,27.832024091275418,0.904496097014499,,0.4365825653076172,626046908300499594
lolv2_real_test,low00719.png,27.80758471594771,0.9075454760864909,,0.43658947944641113,94139688856376345
lolv2_real_test,low00720.png,18.594644855607765,0.8380942316575765,,0.4388105869293213,3382119838185113699
lolv2_real_test,low00721.png,18.487769969196197,0.8374503312856428,,0.43538379669189453,4181696165365288840
lolv2_real_test,low00722.png,19.953339316353706,0.8875340114588975,,0.43502092361450195,302408640980104317
lolv2_real_test,low00723.png,19.893593209348982,0.8859242456068785,,0.4338078498840332,3342801585206742424
lolv2_real_test,low00724.png,19.231460495047404,0.7866651750345642,,0.43700337409973145,1104513840268887131
lolv2_real_test,low00725.png,19.29774272369436,0.8088714249303598,,0.43938636779785156,4988103978962626852
lolv2_real_test,low00726.png,21.052834788383173,0.8864797441813929,,0.4390995502471924,9066141689536200508
lolv2_real_test,low00727.png,25.032315016444514,0.9106730084578541,,0.43877720832824707,4791778298869052101
lolv2_real_test,low00728.png,21.621132945797097,0.8332671872376988,,0.44002819061279297,1284293818696337412
lolv2_real_test,low00729.png,28.629195830371263,0.9211844768004324,,0.4403719902038574,4657228596299511140
lolv2_real_test,low00730.png,28.10583062851988,0.9234173579190535,,0.4420621395111084,3415015543270750903
lolv2_real_test,low00731.png,25.344833468569643,0.8989540091054408,,0.4407835006713867,1165231681082271863
lolv2_real_test,low00732.png,24.8080191519983,0.8974122516961355,,0.4411907196044922,8790393621178740613
lolv2_real_test,low00733.png,27.29189864137374,0.9074762177848609,,0.44181299209594727,2081794387299883995
lolv2_real_test,low00734.png,27.548694858896233,0.9087385549350491,,0.43935084342956543,3679886355391828756
lolv2_real_test,low00735.png,25.792063622426582,0.8560209208074241,,0.44669532775878906,4000091860156297826
lolv2_real_test,low00736.png,25.70411550474804,0.8626981244160206,,0.44743824005126953,2064263465935709464
lolv2_real_test,low00737.png,28.3877488158855,0.8745687567117689,,0.4467146396636963,1277787146811194876
lolv2_real_test,low00738.png,28.46408265112103,0.881102237408304,,0.44028735160827637,8456997049789864823
lolv2_real_test,low00739.png,25.380513478976773,0.8269069074152902,,0.4452362060546875,7252076061157612725
lolv2_real_test,low00740.png,25.10252760750246,0.8237093869589952,,0.447312593460083,5017827100036117144
lolv2_real_test,low00741.png,28.460751562917196,0.84090905541854,,0.4378488063812256,5178767218356324932
lolv2_real_test,low00742.png,25.42959253151234,0.7437149445587599,,0.44484519958496094,3061976304302653890
lolv2_real_test,low00743.png,26.72630065236902,0.8706891636841109,,0.4464380741119385,2043732856228257287
lolv2_real_test,low00744.png,25.64798852792841,0.830983680883416,,0.44655346870422363,2400971634661953361
lolv2_real_test,low00745.png,24.253861900820052,0.8165261729492705,,0.45044851303100586,6606750441700748625
lolv2_real_test,low00746.png,24.21169086090067,0.8045041081861516,,0.45034265518188477,3532132205997593243
lolv2_real_test,low00747.png,24.668639753587684,0.8499204158345606,,0.446535587310791,882712667696275343
lolv2_real_test,low00748.png,24.808337118115965,0.8622919388753957,,0.44878482818603516,992796479595280018
lolv2_real_test,low00749.png,24.770809523030536,0.8108850717154198,,0.4514038562774658,2754555798871853816
lolv2_real_test,low00750.png,24.143100057739126,0.7921942017920145,,0.4526641368865967,5066579208006927971
lolv2_real_test,low00751.png,21.988588426427846,0.7869711515207648,,0.4485909938812256,5827645049567897069
lolv2_real_test,low00752.png,23.94369381314032,0.7803350267173849,,0.4537186622619629,1576395777041725584
lolv2_real_test,low00753.png,15.31858869781117,0.7353027337312792,,0.45400190353393555,6013111372060657403
lolv2_real_test,low00754.png,14.036089317790694,0.7177953843345691,,0.4538867473602295,8681306883572827454
lolv2_real_test,low00755.png,17.25950125152162,0.7197937762381018,,0.45865440368652344,3642867980123030320
lolv2_real_test,low00756.png,16.959303742658914,0.7061366051297367,,0.45316338539123535,7981158209197062597
lolv2_real_test,low00757.png,22.24845197007273,0.7476211485514342,,0.4552457332611084,670566277100502846
lolv2_real_test,low00758.png,21.92465047065717,0.7271611064319933,,0.45741748809814453,8902385934454402297
lolv2_real_test,low00759.png,25.53318809848534,0.8297434065446408,,0.45300912857055664,5134497479619180697
lolv2_real_test,low00760.png,24.67974121843941,0.8616988188514051,,0.45676183700561523,7839468555084587288
lolv2_real_test,low00761.png,22.597230060156605,0.7974787633058913,,0.45577168464660645,2329146473362056361
lolv2_real_test,low00762.png,22.796361977183054,0.8017041695220938,,0.45670628547668457,4512435907893375472
lolv2_real_test,low00763.png,21.064236492648938,0.8004389194151579,,0.45720601081848145,3936598492512780125
lolv2_real_test,low00764.png,21.281362049771708,0.8037812503650871,,0.457080602645874,3142148122809630272
lolv2_real_test,low00765.png,23.03587804430917,0.8241657287536034,,0.46240806579589844,6597045012448416718
lolv2_real_test,low00766.png,23.25258886321958,0.836441153028435,,0.4571530818939209,1196921928839317789
lolv2_real_test,low00767.png,18.057239987067668,0.7063552557231715,,0.45676207542419434,854185663087593525
lolv2_real_test,low00768.png,18.45635733630292,0.7235712799402477,,0.45644497871398926,6023869663286236381
lolv2_real_test,low00769.png,28.003418064744622,0.8485521237101271,,0.4573488235473633,445817396912142127
lolv2_real_test,low00770.png,27.913061177043215,0.8452453585947218,,0.45716094970703125,8960780678269554441
lolv2_real_test,low00771.png,22.028400412405965,0.6572017579321969,,0.4648470878601074,993831694295881193
lolv2_real_test,low00772.png,23.03369599162992,0.7483629655259078,,0.45923733711242676,6904914280778242370
