split,image,psnr,ssim,lpips,runtime_s,latent_seed
lolv2_real_test,low00690.png,27.469306276691228,0.8308602524126841,,3.128441095352173,712776539657968180
lolv2_real_test,low00691.png,26.387624311783217,0.7895434617917775,,2.7832655906677246,3886815055059375840
lolv2_real_test,low00692.png,24.556778719211344,0.8457512356858342,,2.836385726928711,1632525761488114469
lolv2_real_test,low00693.png,24.575510480555394,0.8501923817633318,,2.86100172996521,4669740608681539896
lolv2_real_test,low00694.png,24.488224359738652,0.8401288542689813,,2.894240379333496,4044002903267000690
lolv2_real_test,low00695.png,24.37371915300068,0.8386280889252467,,2.933903932571411,5108160362288320311
lolv2_real_test,low00696.png,20.79613071344938,0.7635529904911156,,2.9652974605560303,3678095656053135704
lolv2_real_test,low00697.png,20.58990926786783,0.7539822992050427,,2.9704761505126953,1361855967218370468
lolv2_real_test,low00698.png,20.850902339598456,0.7563254783413523,,2.9537930488586426,7366204465869842145
lolv2_real_test,low00699.png,20.461844047869583,0.735044899997186,,2.959064483642578,2087820825209648161
lolv2_real_test,low00700.png,21.90316289236112,0.765969848989708,,2.9067325592041016,2083496106649737463
lolv2_real_test,low00701.png,22.137278548512263,0.776177069556277,,2.889052391052246,1978219628186949261
lolv2_real_test,low00702.png,18.385523836721116,0.8282535959056659,,2.874382734298706,6013962240560403298
lolv2_real_test,low00703.png,18.390454088803715,0.8301735395975195,,2.863598585128784,301294041225248384
lolv2_real_test,low00704.png,18.31990295142889,0.828172340275669,,2.8488593101501465,4777005791356671093
lolv2_real_test,low00705.png,19.726505838469144,0.7864932577167068,,2.831428050994873,6181877482764777975
lolv2_real_test,low00706.png,19.69793896407035,0.7854122682790656,,2.820625066757202,6825716119697030979
lolv2_real_test,low00707.png,19.634008944609352,0.7848148475287159,,2.8139140605926514,1725681485814780128
lolv2_real_test,low00708.png,25.467305490838683,0.8188237912519201,,2.8029065132141113,8694143118503673167
lolv2_real_test,low00709.png,25.270518499122815,0.8237300546441153,,2.80025053024292,8293256753817123542
lolv2_real_test,low00710.png,26.24613781124278,0.8970025750929723,,2.8151142597198486,1886981806094424604
lolv2_real_test,low00711.png,26.528529212556684,0.8985194071743129,,2.8137075901031494,6530688125121438633
lolv2_real_test,low00712.png,14.011235554937704,0.8131009209688406,,2.8134260177612305,5162999284459563587
lolv2_real_test,low00713.png,14.057506113299707,0.813632417965018,,2.823709011077881,6883706276422883503
lolv2_real_test,low00714.png,22.699965893004396,0.8421664913953982,,2.850595712661743,4677900623797024194
lolv2_real_test,low00715.png,22.893506662234095,0.8477004441751902,,2.840606689453125,8052616288253138782
lolv2_real_test,low00716.png,20.406831197209378,0.8567024844074664,,2.858072280883789,4336299408104444213
lolv2_real_test,low00717.png,19.67864754983755,0.7856272678079844,,2.867003917694092,495125562662175890
lolv2_real_test,low00718.png,27.80853114845379,0.9041335594727858,,2.859380006790161,626046908300499594
lolv2_real_test,low00719.png,27.80326251001055,0.9074187945040544,,2.875014543533325,94139688856376345
lolv2_real_test,low00720.png,18.672563070816807,0.8368806760986227,,2.8810198307037354,3382119838185113699
lolv2_real_test,low00721.png,18.429334754713555,0.8358360638202798,,2.8850255012512207,4181696165365288840
lolv2_real_test,low00722.png,19.696138229760592,0.8840236774861135,,2.894662380218506,302408640980104317
lolv2_real_test,low00723.png,19.666941691204876,0.8831785450926498,,2.8941564559936523,3342801585206742424
lolv2_real_test,low00724.png,19.21976465492289,0.7859373818241747,,2.8784172534942627,1104513840268887131
lolv2_real_test,low00725.png,19.218518144662653,0.8070358021652028,,2.8801794052124023,4988103978962626852
